5;4;18;15
6;4;40;39
7;4;80;80
8;4;128;129
9;4;261;854
10;4;462;4616
11;4;709;6297
12;4;830;6424
13;4;1645;16043
14;4;2344;19013
15;4;3647;19640
16;4;6916;32359
17;4;8149;52422
18;4;9223;64854
19;4;10681;68639
